component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Euaugaptilus sp.,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Hyperoche sp.,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona frigida,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma robusta,Rhincalanus gigas,Rhincalanus gigas nauplius,Spongiobranchaea australis,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa sp.,Tomopteris sp.
component_1,26.176547235706202,0.005450439839551998,4.980697815542445,0.016034791054848573,0.006673699324040135,0.16865244021819017,3.5456928521421816,1.8514721415001205,12.439666088868153,0.0011656430308260393,0.052942542006532894,0.375812205689471,1.2373631194084574e-05,0.1574799898544166,0.7242583291807057,0.0012782542658661834,0.03169056284738843,0.014017499841531415,0.0028569589413825164,0.0026122058251888077,0.0032529199254741313,0.15846385575126568,0.0,0.19498205771590235,0.0021293525119316665,19.150966137107837,0.1773246246954965,0.04883626641199143,0.04676510320131889,0.008142529795606413,0.5424147488671404,0.006956263901513054,0.0077914872711096796,0.0036954817318498342,0.004773436221259437,0.1707258821054987,0.07095205068459341,0.004328615406590681,0.005557234948149107,0.005010461518543508,0.09266954379565374
component_2,0.7278255886022709,0.0,0.03139940485296511,0.0016629961235719716,0.0724743184328959,0.7084947686991986,0.0,0.0,0.0,0.00025432362059182704,0.006281700624330346,0.6060877080805427,0.0,0.002854723577575797,0.0,0.0,0.008783921461616656,0.11648353864490284,0.0,0.0,0.003629358301978122,0.19366340715038188,28.273922246483508,0.0,0.0072364204119022765,0.0,0.022072099605001956,0.0,0.10917498511303186,0.0,0.0,0.0,0.003295211937225823,0.0,0.0,0.21022048494486417,0.0,0.0,0.0,0.04731523086998213,0.0
