component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Decapoda (natant) indet juv,Decapoda zoea indet,Egg indet,Euchirella rostromagna,Eukrohnia hamata,Euphausia longirostris,Euphausia longirostris furcilia,Euphausia superba,Euphausia triacantha calyptopis,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta sp.,Pelagobia longicirrata,Phronima sp.,Pisces larvae,Pleuromamma borealis,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Solmundella bitentaculata,Spongiobranchaea australis,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,0.0,6.00563047407533e-05,8.848433481709912e-06,0.008963620196778177,0.0,1.3075442939621243e-05,0.04390238100841456,8.211234804811292e-05,0.0,0.009402844450827544,0.2427423726487582,0.0,9.713717706168647e-06,0.00022913912706862586,3.7400204259921217e-06,5.687125991638131e-06,1.7730812610976953e-05,1.6322731248812539e-06,3.6590986114246743e-06,0.0,2.156704623641424e-06,2.9525212859287857e-06,4.643945334915774e-06,0.00010135386617547358,0.0006985549484606466,1.9601702103102613e-05,0.018750648453913887,1.5084863062792562e-05,1.073884689329643e-05,0.0,0.09711704579602755,3.243730012597732e-05,0.0004908016154287093,0.00010063164302212976,0.0008528925885523286,0.5608617096986532,5.345775261549575e-06,0.0,3.061715896501634e-05,9.39714566229364e-05,4.005720541213219e-05,8.906445509582528e-05,0.00015978076422713412,0.0,0.0,7.596010345402597e-06,3.1627395416541606e-05,2.040588240235918e-06,0.0003261164682324376,0.004526035704581628,4.1883965908389356e-05,5.599638994463883e-06,2.748607711150111e-05,1.2973477589608388e-05,0.0,0.002359532925815738,0.0004755229403216538,0.0,0.007210939844262378,4.594064440334254e-05
component_2,0.47889196325063216,0.00018422348463565785,7.184265729580369e-06,0.2181539139927091,0.0013660258606329888,5.119470899106884e-06,0.03316916264517131,0.0,1.2175914965302458e-05,0.0026372553534664968,0.0,3.571510811235329e-05,6.207416643624826e-05,0.0,6.485117182421459e-05,9.145136536360594e-05,7.653194052567861e-05,7.553052334330931e-06,9.44313491928144e-07,0.00013910858445913868,8.88892941179435e-06,0.00044133048963728664,2.591508087756456e-05,0.0002742490664566772,0.0031130684513648575,8.261955282039211e-05,0.0,0.0,0.0,0.009059110445390794,0.07384298345837961,0.0,0.0030452858613932766,0.0011238502599188913,0.006590357470284947,0.12622494298851053,0.0002482857906979228,0.008456461063472885,0.0,0.0004368973032338868,6.563604739146025e-07,3.4858533358283095e-06,0.00014651774446063987,3.214889648116534e-05,0.00013552129336598625,0.0003282879699186772,0.00046900548271050724,7.169034728450295e-05,0.000993190858958094,0.0,0.000145746861304422,2.972368115578422e-05,0.0,0.0,0.00020551079943762678,0.0037922870803418778,0.012262482959905613,8.922680639033241e-05,0.013326389026588687,8.862782464623715e-05
