component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Decapoda (natant) indet juv,Decapoda zoea indet,Egg indet,Euchirella rostromagna,Eukrohnia hamata,Euphausia longirostris,Euphausia longirostris furcilia,Euphausia superba,Euphausia triacantha calyptopis,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta sp.,Pelagobia longicirrata,Phronima sp.,Pisces larvae,Pleuromamma borealis,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Solmundella bitentaculata,Spongiobranchaea australis,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,0.0,0.0037818491881454683,0.0005572011318980808,0.5644546381993177,0.0,0.0008233832147899937,2.764608723281283,0.00517075631181398,0.0,0.5921133477346584,15.285906265679044,0.0,0.0006116895733016985,0.0144292864074403,0.00023551554283505124,0.00035812814170304343,0.0011165398798251391,0.00010278705655985732,0.00023041975647180053,0.0,0.000135811413392758,0.0001859253624806343,0.0002924372548470398,0.006382427926022798,0.04398921105977056,0.0012343530209674052,1.1807607034555927,0.0009499198689225254,0.0006762437279540515,0.0,6.115628032464692,0.002042632787291926,0.030906625022335113,0.006336948287241764,0.05370811869820435,35.31843010724548,0.00033663269693615523,0.0,0.0019280153561728353,0.005917544851825351,0.0025224713778376935,0.00560854249442688,0.010061670562018503,0.0,0.0,0.00047833388487539936,0.0019916316895541198,0.00012849936427138553,0.020536116998034298,0.28501228187078653,0.002637505639927721,0.00035261893445719377,0.0017308457264920021,0.0008169622806710917,0.0,0.14858386173472754,0.029944500474396576,0.0,0.45408533064945655,0.0028929616880301145
component_2,25.2015430744736,0.009694704525549434,0.00037806978637419257,11.480282991249405,0.0718866930526667,0.00026941059003496634,1.7455170378564544,0.0,0.0006407538004737911,0.1387847562478055,0.0,0.0018794966392699532,0.0032666340204093812,0.0,0.003412773079473631,0.004812600127566028,0.004027469959276656,0.00039747706863849336,4.96942086501016e-05,0.007320546704270475,0.0004677771911992823,0.023224882015511508,0.0013637732038376366,0.014432273230329681,0.16382427497493135,0.004347828694103921,0.0,0.0,0.0,0.476732916034436,3.885964416153812,0.0,0.16025723691216445,0.059142276145864946,0.34681554590349606,6.642549012945298,0.013065963785612098,0.44501867665961387,0.0,0.02299158693713079,3.454076916108892e-05,0.00018344196548606136,0.007710451482910029,0.001691825843071948,0.007131766607834732,0.017276053994681684,0.02468127006029377,0.003772682595988392,0.05226636513861522,0.0,0.00766988399262487,0.0015641996284397376,0.0,0.0,0.010814942955278378,0.19956794755394008,0.6453094147088966,0.004695533392083315,0.7012971460224725,0.00466401216102699
