component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia falcifera,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Copepoda nauplius indet,Ctenocalanus citer,Egg indet,Eukrohnia hamata,Euphausia superba,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma borealis,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Spongiobranchaea australis,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Tomopteris sp.,Vibilia antarctica
component_1,22.70124193166704,0.16473905780799947,0.004129829133285687,1.0249742815681229,0.00481001583241191,0.003171598325231172,0.12713376589398012,0.6966693518700501,0.6194867429232402,0.0024137782836874655,2.8827485320487805,0.8597840014013588,0.0,0.0721218898925054,0.06359942364765729,0.23716413536308525,0.16734298848988272,0.0,0.27027776568000705,0.000885636142483517,0.022095537996053398,0.0434568931218648,0.1655793888373481,0.07071850998996501,1.9367715298092385,22.994920051542174,0.008368693124219496,0.0305094744510612,0.02196804534849709,2.1755810093042863e-05,0.049364341456217195,0.01096029949518224,0.030372437060281338,0.011258917131381456,0.11627516577652494,0.1422232899613037,0.03505057341149965,0.003944168718429315,0.02667416153387158,0.06361204139454854,0.11779096141731163,0.016024776313811516,0.00044477806388930964,0.24077216950628808,0.39879433598911185,0.0,0.007393232338976532,0.004129829133285687
component_2,0.0,0.0,0.0,0.0674819216853225,0.0,0.00017082148034406133,0.006010269112989319,0.0,0.09646047207910077,0.003257248150752202,0.4857188787606593,0.36798102841608804,0.005455767636482083,0.023484528263217536,0.0,0.0,0.0,20.488933312290953,1.362379728251431,0.00159514014167624,0.007320982548724239,0.06055394707955231,0.0,0.0,3.6833650708184464,17.988557163382737,0.002348245780623375,0.005958511915721747,0.0,0.0010996025744582144,0.005969358994594892,0.0,0.0,0.0052343640023081095,0.0,0.46624649830972636,0.03936390592098289,0.0,0.0,0.0023405519211775467,0.0,0.0,0.005017381791773364,0.0,0.0,0.0011561109937937054,0.06308416629434642,0.0
