component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia falcifera,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Copepoda nauplius indet,Ctenocalanus citer,Egg indet,Eukrohnia hamata,Euphausia superba,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma borealis,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Spongiobranchaea australis,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Tomopteris sp.,Vibilia antarctica
component_1,0.40198975633169554,0.0029171713999564326,7.313031648128599e-05,0.018150071389665484,8.517494761930285e-05,5.616212724305643e-05,0.002251263244851862,0.01233650316775582,0.010969766569953559,4.2742777995098376e-05,0.05104722391189214,0.015224909820422404,0.0,0.0012771222398906264,0.0011262078476549937,0.004199662435746875,0.002963281364489021,0.0,0.004786033006239259,1.568269516650837e-05,0.00039126405338472036,0.0007695273205569565,0.002932051839834684,0.0012522714257034054,0.034296022996527224,0.4071901588560999,0.00014819140379835114,0.0005402566184399742,0.0003890064351240317,3.85248209081516e-07,0.0008741354174891235,0.00019408313151557917,0.0005378299834790435,0.00019937100216042781,0.0020589809887330847,0.002518465987382135,0.0006206696315288451,6.98426732257668e-05,0.000472341545349361,0.0011264312805849424,0.0020858224418184553,0.0002837640312829339,7.876054801880048e-06,0.004263552894710678,0.007061782718023794,0.0,0.00013091810903539152,7.313031648128599e-05
component_2,0.0,0.0,0.0,0.0014914270629335794,0.0,3.775348602304582e-06,0.00013283376920452663,0.0,0.002131885918023739,7.198888119066127e-05,0.010734938523823389,0.008132798395770247,0.00012057865720051571,0.0005190347301506871,0.0,0.0,0.0,0.45282868165917195,0.03011013832980725,3.525440765545204e-05,0.00016180202382717017,0.0013383109607196496,0.0,0.0,0.08140654877760745,0.3975675307781286,5.189889707013245e-05,0.00013168987639918528,0.0,2.430246497226111e-05,0.00013192960915399068,0.0,0.0,0.00011568538558654609,0.0,0.010304576814213439,0.0008699869998825847,0.0,0.0,5.1728854043654567e-05,0.0,0.0,0.00011088983245343109,0.0,0.0,2.555136517806069e-05,0.0013942316772294057,0.0
