component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Decapoda zoea indet,Egg mass,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia superba,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta exigua,Pelagobia longicirrata,Pisces larvae,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,0.0,0.0,0.0,1.7735354190088568,0.009460732233630443,0.0,0.0,0.014355896333836443,0.028868132555352432,0.0020685822872770743,0.006235497788038043,0.008414773746833044,0.0,0.0032368805866886743,0.013531200449963338,0.00924934057982464,0.0,0.04149203982285744,0.0038647334904923364,0.052505133806455696,0.0274426152626111,33.34969682802703,0.015643486289644223,0.0,0.002417858424843142,0.022126612484396558,0.0,0.013191328938347064,0.009781636117430706,0.007129767866207673,0.17745595553614027,3.7159395096990697,0.07514773022018972,0.0,0.03901123661037525,0.0,0.00014379471817983162,0.002786437037987938,0.0020067831081029388,0.003499804802252525,0.03482284009765233,0.0,0.0,0.0008908902421884755,0.03981758578423613,0.19194282471593285,0.003345800359919222,0.0,0.0,0.008643068020499484,0.0,0.0,0.005810527450063236,0.0
component_2,25.46055200474659,0.8317550752244779,0.00543450508811564,12.902690750893024,0.00797176950981988,0.6480364458132984,0.6892515710238722,0.039142874033077875,0.07510950979373175,0.0,0.0,0.027381814621568426,0.0028892052674804715,0.007499163042320999,0.0,0.011775793897084,0.012042615312318507,0.04779183204087797,0.0038197238351743846,0.06564148735100742,0.00778395570524173,0.0,0.029796668878900742,0.04183389626794986,0.000790347419018055,0.053425132917786625,1.0419421557450317,0.09627588697208561,0.0061336204221164176,0.0,0.12738453351693374,8.145822262840703,0.050609203378014306,0.007119597267931572,0.01966646726359012,0.0019060001283876763,0.0031105617481121087,0.0,0.0,0.0,0.0,0.02165570631497582,1.3569857195139574,0.021948694590323118,0.06353816583116627,0.04980911040236155,0.04754841491632732,0.0562885468114384,0.0389460871071449,0.026339908795511378,0.053907181166299195,0.09757920921375522,0.0002515798381080017,0.004979138184914531
