component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Decapoda zoea indet,Egg mass,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia superba,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta exigua,Pelagobia longicirrata,Pisces larvae,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,0.0,0.0,0.0,0.04465598634730153,0.00023821251322771962,0.0,0.0,0.00036146823109139997,0.0007268729563824241,5.2084994406561385e-05,0.00015700408410612363,0.000211876243082987,0.0,8.150166821466393e-05,0.000340703149246294,0.00023288986632419122,0.0,0.0010447312999740889,9.731042534455462e-05,0.0013220308505226513,0.0006909797455222348,0.839714611998726,0.00039388855880022463,0.0,6.087944545806905e-05,0.0005571276978316213,0.0,0.00033214549800352665,0.00024629257709348054,0.0001795209800042956,0.004468177315622955,0.09356393012170867,0.0018921505478694544,0.0,0.0009822669628091409,0.0,3.620618400415811e-06,7.015991504446142e-05,5.052894806438182e-05,8.812185750141402e-05,0.000876807001037548,0.0,0.0,2.243179474495403e-05,0.0010025700914149472,0.0048329433221961406,8.424416766192769e-05,0.0,0.0,0.00021762448236749648,0.0,0.0,0.0001463037228913379,0.0
component_2,0.48670424064315015,0.01589984075022198,0.00010388606938645925,0.24664800287896546,0.00015238844881037053,0.012387873059855387,0.013175741925184191,0.000748255685081297,0.001435794358363571,0.0,0.0,0.0005234311216165877,5.523008517290269e-05,0.0001433540974795666,0.0,0.0002251062280810732,0.00023020678969752325,0.0009135892779568979,7.301789011952703e-05,0.0012548035191814763,0.0001487981976986716,0.0,0.000569593506758893,0.0007996973008456775,1.5108291459892278e-05,0.0010212755302070092,0.019917779693520824,0.001840411097617169,0.00011725036713198324,0.0,0.00243508438636691,0.15571564348293915,0.0009674461847904607,0.00013609831323875774,0.000375944441969465,3.6435123047596464e-05,5.946153851284505e-05,0.0,0.0,0.0,0.0,0.00041397076134313306,0.025940156523570745,0.0004195715289951332,0.0012145963978687948,0.0009521515971441914,0.0009089361130631486,0.0010760125871450135,0.0007444939036659981,0.0005035140364018511,0.0010304903707454992,0.0018653254224058411,4.809203431435985e-06,9.518126978921562e-05
