component,Calanoida indet (small),Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Eukrohnia hamata,Euphausia vallentini,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona frigida,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Primno macropa,Salpidae indet,Siphonophorae nectophore,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F5
component_1,0.510380441266778,0.014829463532239214,0.005682024345885921,0.015067491623640919,0.0019844714217391837,0.14050042945466062,0.0001084909374226738,0.0019203385251819615,0.010795220518427205,0.0009601539359322027,0.0039862645975503215,0.00997676426143493,0.00084458034475722,0.0036813671750733704,0.0012396729789281868,0.06343225774786762,0.0,0.000281849792936344,0.006014912420520934,0.0036992486371903817,0.18294803150823602,0.0040421816407915185,0.012487743778190945,0.0033254806910797165,7.507772539766388e-06,0.0006451192939388318,0.00016243695310034888,0.00048101470231977497,0.0,0.00037540207876132217,0.00013963806287444218,0.0
component_2,0.0531674897446846,0.0,0.0,0.021810892628153743,0.0,0.11819848137592281,0.0,0.0015317181484433714,0.017374734883201,0.09141291676170149,0.0,0.0,0.0,0.004103792355720158,0.0,0.0,0.6574282810376721,0.0,0.0,0.0,0.0,0.0,0.0235665453332678,0.0005754626580679994,0.0012380332688968407,0.0,0.001116794132932597,0.0,0.0016426902874026022,0.0,0.0,0.00683216738393304
