component,Calanoida indet (small),Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Eukrohnia hamata,Euphausia vallentini,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona frigida,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Primno macropa,Salpidae indet,Siphonophorae nectophore,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F5
component_1,14.662701259437025,0.42603512209685673,0.16323867216734675,0.43287342253586764,0.05701180778524862,4.036431762163598,0.0031168322219335214,0.055169336116885064,0.3101355002918415,0.027584227739416177,0.11452125161747448,0.2866221000518,0.024263918213696535,0.10576186458168663,0.03561452022790036,1.8223430413204875,0.0,0.00809725251932142,0.17280220163780902,0.10627558046087061,5.255907388122612,0.11612769033272322,0.3587599398784524,0.09553761463958753,0.00021569052607338818,0.01853360889035259,0.004666645357514083,0.013819054006078716,0.0,0.010784912759170054,0.004011656863833871,0.0
component_2,0.9842368177550901,0.0,0.0,0.40376334590590973,0.0,2.1880908376824983,0.0,0.0283551734972092,0.32164117307211715,1.6922363408034122,0.0,0.0,0.0,0.07596942320049033,0.0,0.0,12.17031540021894,0.0,0.0,0.0,0.0,0.0,0.436263996959072,0.010652967406089698,0.022918477639350638,0.0,0.020674098189768786,0.0,0.030409490250420754,0.0,0.0,0.1264771144288348
